url	status	title	published	file
https://www.omi.me/collections/accessories	200	Accessories		collections__accessories.md
https://www.omi.me/collections/frontpage	200	Home page		collections__frontpage.md
https://www.omi.me/collections/people-love-this	200	People love this		collections__people-love-this.md
https://www.omi.me/collections/usecases	200	Usecases		collections__usecases.md
